Country or Area,Year,Area,City,Reliability,Source Year,Value,Value Footnotes
Spain,2011,Total,JÃ©rez de la Frontera,"Final figure, complete",2013,103561,
India,2001,Total,Tiruvottiyur,"Final figure, complete",2007,103561,5
Russian Federation,2006,Total,Bataisk,"Final figure, complete",2007,103560,"16,17"
Finland,2014,Total,Lahti,"Final figure, complete",2015,103559,"109,110"
France,1999,Total,Nancy,"Final figure, complete",2009,103552,61
Russian Federation,2006,Total,Novotroitsk,"Final figure, complete",2007,103551,"16,17"
Germany,2012,Total,Oberhausen,"Final figure, complete",2012,103548,
United States of America,2000,Total,Fort Collins (CO),"Final figure, complete",2002,103548,"3,4"
Russian Federation,2006,Total,Zlatoust,"Final figure, complete",2007,103546,"16,17"
Japan,2003,Total,Matsumoto,"Final figure, complete",2003,103545,"12,13"
Russian Federation,2009,Total,Uhta,"Final figure, complete",2010,103541,
Japan,2000,Total,Fukaya,"Final figure, complete",2009,103534,"12,13"
Japan,2000,Total,Matsumoto,"Final figure, complete",2009,103534,"12,13"
Japan,2005,Total,Fukaya,"Final figure, complete",2007,103529,"12,13"
Belarus,2011,Total,Soligorsk,"Final figure, complete",2012,103525,63
Brazil,2010,Total,MarÃ_lia,"Final figure, complete",2012,103523,
Netherlands,2006,Total,Eindhoven,"Final figure, complete",2006,103523,102
Italy,2011,Total,Piacenza,Provisional figure,2012,103522,
Russian Federation,2007,Total,Norilsk,"Final figure, complete",2008,103518,
Estonia,2010,Total,Tartu,"Final figure, complete",2011,103512,
United States of America,2007,Total,Lowell (MA),"Final figure, complete",2008,103512,"3,4"
Russian Federation,2006,Total,Kiselevsk,"Final figure, complete",2007,103511,"16,17"
Japan,2005,Total,Iwakuni,"Final figure, complete",2007,103507,"12,13"
Germany,2013,Total,Moers,"Final figure, complete",2013,103504,
Japan,2010,Total,Kishiwada,"Final figure, complete",2012,103504,13
United States of America,2010,Total,Arlington (VA),"Final figure, complete",2013,103501,"3,4"
France,2009,Total,Saint-Paul (La RÃ©union),"Final figure, complete",2012,103498,61
Costa Rica,2009,Total,La UniÃ_n,"Final figure, complete",2009,103496,18
Japan,2005,Total,Takarazuka,"Final figure, complete",2007,103495,"12,13"
United States of America,2005,Total,Pueblo (CO),"Final figure, complete",2005,103495,"3,4"
United States of America,2010,Total,San Bernardino (CA),"Final figure, complete",2013,103491,"3,4"
El Salvador,2003,Total,Sonsonate,"Final figure, complete",2004,103490,119
United States of America,2009,Total,Rochester (MN),"Final figure, complete",2011,103486,"3,4"
United States of America,2010,Total,Brandon (FL),"Final figure, complete",2013,103483,"3,4,144"
France,1999,Total,Montpellier,"Final figure, complete",2009,103471,61
United States of America,2010,Total,Murrieta (CA),"Final figure, complete",2013,103466,"3,4"
Russian Federation,2007,Total,Uhta,"Final figure, complete",2008,103464,
Russian Federation,2004,Total,Velikie Luky,"Final figure, complete",2005,103463,"16,17"
Canada,2009,Total,Regina,Provisional figure,2009,103456,"33,35,38"
United States of America,2000,Total,Clarksville (TN),"Final figure, complete",2002,103455,"3,4"
Chile,2011,Total,Puerto Montt,"Final figure, complete",2012,103453,31
India,2001,Total,Khargone,"Final figure, complete",2007,103448,5
Finland,2011,Total,Tampere,"Final figure, complete",2012,103446,
Italy,2005,Total,Taranto,"Final figure, complete",2006,103446,
Australia,2004,Total,Hobart,"Final figure, complete",2005,103442,"46,50"
Netherlands,2005,Total,Eindhoven,"Final figure, complete",2005,103436,102
United States of America,2010,Total,Irvine (CA),"Final figure, complete",2013,103434,"3,4"
Lithuania,2001,Total,Klaipeda,"Final figure, complete",2009,103433,
Belarus,2003,Total,Bobruisk,"Final figure, complete",2004,103431,
Egypt,1996,Total,Menia,"Final figure, complete",1996,103428,
Israel,2011,Total,Ashdod,"Final figure, complete",2014,103426,42
Germany,2011,Total,Siegen,"Final figure, complete",2011,103424,
Russian Federation,2008,Total,Uhta,"Final figure, complete",2009,103416,
Russian Federation,2009,Total,Tobolsk,"Final figure, complete",2010,103411,
Japan,2005,Total,Tottori,"Final figure, complete",2007,103407,"12,13"
United States of America,2000,Total,Augusta (GA),"Final figure, complete",2002,103400,"3,4"
Latvia,2010,Total,Daugavpils,"Final figure, complete",2011,103396,
Brazil,2010,Total,Pindamonhangaba,"Final figure, complete",2012,103395,
Russian Federation,2011,Total,Mezhdurechensk,"Final figure, complete",2012,103389,
Russian Federation,2006,Total,Uhta,"Final figure, complete",2007,103389,"16,17"
Austria,2001,Total,Innsbruck,"Final figure, complete",2009,103388,64
Germany,1999,Total,Witten,"Final figure, complete",1999,103384,
Chile,2015,Total,Coquimbo,"Final figure, complete",2015,103377,
Germany,2011,Total,Mainz,"Final figure, complete",2011,103377,
Netherlands,2011,Total,Heerlen-Kerkrade,"Final figure, complete",2011,103375,
Australia,2006,Total,Hobart,"Final figure, complete",2011,103372,48
Germany,2012,Total,Siegen,"Final figure, complete",2012,103370,
Spain,2008,Total,Terrassa,"Final figure, complete",2009,103370,
Iran (Islamic Republic of),2011,Total,Masjed Soleyman,"Final figure, complete",2013,103369,
United States of America,2009,Total,High Point City (NC),"Final figure, complete",2011,103368,"3,4"
India,2001,Total,Karnal,"Final figure, complete",2007,103361,5
India,2001,Total,Dharmavaram,"Final figure, complete",2007,103357,5
Ukraine,2007,Total,Ivano-Frankivsk,"Final figure, complete",2007,103356,
Russian Federation,2004,Total,Elista,"Final figure, complete",2005,103349,"16,17"
Reunion,2010,Total,Saint-Paul,"Final figure, complete",2014,103346,
United States of America,2010,Total,Burbank (CA),"Final figure, complete",2013,103340,"3,4"
Italy,2013,Total,Novara,"Final figure, complete",2014,103334.5,
Nigeria,1991,Total,Sango Otta,"Final figure, complete",2002,103332,
United States of America,2010,Total,Mobile (AL),"Final figure, complete",2013,103328,"3,4"
Chile,2009,Total,Talca,"Final figure, complete",2009,103324,31
Yemen,1994,Total,Ibb,"Final figure, complete",2002,103312,
Russian Federation,2012,Total,Armavir,"Final figure, complete",2013,103307,
Spain,2006,Total,MÃ_stoles,"Final figure, complete",2007,103303,
Spain,2008,Total,MÃ_stoles,"Final figure, complete",2009,103300,
India,2001,Total,Ghazipur,"Final figure, complete",2007,103298,5
United States of America,2000,Total,Norwalk (CA),"Final figure, complete",2002,103298,"3,4,121"
United States of America,2012,Total,Richardson (TX),"Final figure, complete",2014,103297,"3,26"
United States of America,2007,Total,Burbank (CA),"Final figure, complete",2008,103286,"3,4"
Dominican Republic,2010,Total,Los Alcarrizos,"Final figure, complete",2012,103282,
Japan,2000,Total,Muroran,"Final figure, complete",2009,103278,"12,13"
Israel,2012,Total,Petah Tiqwa,"Final figure, complete",2014,103277,
Dominican Republic,2010,Total,Los Alcarrizos,"Final figure, complete",2012,103275,
Chile,2011,Total,Puerto Montt,"Final figure, complete",2012,103267,31
Philippines,2010,Total,San Mateo,"Final figure, complete",2013,103264,
Brazil,2010,Total,Ji-ParanÃ¡,"Final figure, complete",2012,103256,
Denmark,2015,Total,Ã…lborg,"Final figure, complete",2015,103252,"110,115"
Australia,2011,Total,Hobart,"Final figure, complete",2012,103251,"48,49"
France,2008,Total,Argenteuil,"Final figure, complete",2011,103250,61
Germany,2013,Total,Rostock,"Final figure, complete",2013,103249,
Japan,2000,Total,Fujimi,"Final figure, complete",2009,103247,"12,13"
Spain,2011,Total,Pamplona,"Final figure, complete",2013,103246,
India,2001,Total,Champdani,"Final figure, complete",2007,103246,5
Ukraine,2001,Total,Evpatoria,"Final figure, complete",2003,103244,
Denmark,2014,Total,Ã…lborg,"Final figure, complete",2014,103242,"110,115"
Poland,2006,Total,Gliwice,"Final figure, complete",2006,103238,66
United States of America,2005,Total,Athens (GA),"Final figure, complete",2005,103238,"3,4"
Kazakhstan,2004,Total,Atirau,"Final figure, complete",2004,103230,
Venezuela (Bolivarian Republic of),2011,Total,Puerto Cabello,"Final figure, complete",2012,103228,7
Switzerland,2008,Total,Luzern,"Final figure, complete",2008,103226,
Japan,2004,Total,Nishinomiya,"Final figure, complete",2004,103226,"12,13"
United States of America,2000,Total,Salem (OR),"Final figure, complete",2002,103225,"3,4"
Russian Federation,2011,Total,Leninsk-Kuznetsky,"Final figure, complete",2012,103224,
Australia,2005,Total,Launceston,"Final figure, complete",2006,103221,"46,114"
United States of America,2007,Total,San Buenaventura (CA),"Final figure, complete",2008,103219,"3,4"
Saudi Arabia,2010,Total,Al-Seeh,"Final figure, complete",2016,103216,
Japan,2010,Total,Isesaki,"Final figure, complete",2012,103210,13
Argentina,2015,Total,La Rioja,"Final figure, complete",2015,103202,11
United States of America,2009,Total,Richardson (TX),"Final figure, complete",2011,103201,"3,4"
New Zealand,2012,Total,WELLINGTON,"Final figure, complete",2013,103200,
Thailand,2000,Total,Rayong,"Final figure, complete",2000,103196,30
Russian Federation,2009,Total,Bataisk,"Final figure, complete",2010,103195,
France,2009,Total,Montreuil,"Final figure, complete",2012,103192,61
India,2001,Total,Anand,"Final figure, complete",2007,103191,5
Finland,2013,Total,Lahti,"Final figure, complete",2014,103190,110
United States of America,2010,Total,Palm Bay City (FL),"Final figure, complete",2013,103190,"3,4"
Italy,2012,Total,Bolzano,Provisional figure,2013,103189,
Japan,2004,Total,Matsumoto,"Final figure, complete",2004,103189,"12,13"
Brazil,2010,Total,Colombo,"Final figure, complete",2012,103187,
Brazil,2010,Total,Colombo,"Final figure, complete",2012,103187,
Italy,2007,Total,Taranto,"Final figure, complete",2008,103180.5,
Italy,2006,Total,Taranto,"Final figure, complete",2007,103180.5,
Russian Federation,2007,Total,Zlatoust,"Final figure, complete",2008,103178,
United States of America,2010,Total,Modesto (CA),"Final figure, complete",2013,103176,"3,4"
Egypt,2006,Total,Abo Keber,"Final figure, complete",2011,103175,
Poland,2011,Total,Legnica,"Final figure, complete",2012,103174,66
Australia,2009,Total,Hobart,Provisional figure,2011,103166,46
United States of America,2009,Total,Richmond (CA),"Final figure, complete",2011,103165,"3,4"
Spain,2009,Total,Pamplona,"Final figure, complete",2011,103164,
Netherlands,2010,Total,Tilburg,"Final figure, complete",2010,103158,
Japan,2000,Total,Kishiwada,"Final figure, complete",2009,103155,"12,13"
Germany,1999,Total,Kassel,"Final figure, complete",1999,103153,
Italy,2008,Total,Novara,"Final figure, complete",2009,103143,
Spain,2010,Total,Pamplona,"Final figure, complete",2012,103136,
France,2010,Total,Argenteuil,"Final figure, complete",2014,103125,60
Colombia,2005,Total,Maicao,"Final figure, complete",2008,103124,
Netherlands,2006,Total,Heerlen-Kerkrade,"Final figure, complete",2006,103123,
India,2001,Total,Jagdalpur,"Final figure, complete",2007,103123,5
Bulgaria,2011,Total,Burgas,"Final figure, complete",2012,103121,
United States of America,2010,Total,Yonkers (NY),"Final figure, complete",2013,103121,"3,4"
United States of America,2009,Total,Burbank (CA),"Final figure, complete",2011,103121,"3,4"
Costa Rica,2000,Total,PococÃ_,"Final figure, complete",2009,103121,
Japan,2010,Total,Numazu,"Final figure, complete",2012,103120,13
United States of America,2005,Total,Lowell (MA),"Final figure, complete",2005,103111,"3,4"
Italy,2014,Total,Brescia,"Final figure, complete",2015,103110,
Japan,2005,Total,Tsukuba,"Final figure, complete",2007,103110,"12,13"
Germany,2014,Total,Moers,"Final figure, complete",2014,103108,
Russian Federation,2009,Total,Khimki,"Final figure, complete",2010,103104,
India,2001,Total,Khanna,"Final figure, complete",2007,103099,5
Mauritius,2011,Total,Beau Bassin - Rose Hill,"Final figure, complete",2012,103098,154
Philippines,2010,Total,Norzagaray,"Final figure, complete",2013,103095,
United States of America,2000,Total,Fort Collins (CO),"Final figure, complete",2002,103085,"3,4"
Finland,2014,Total,Vantaa,"Final figure, complete",2015,103082,"109,110"
Spain,2012,Total,Pamplona,"Final figure, complete",2013,103081,
Russian Federation,2011,Total,Pushkino,"Final figure, complete",2012,103076,
Switzerland,2011,Total,Winterthur,"Final figure, complete",2012,103075,
Netherlands,2009,Total,Groningen,"Final figure, complete",2009,103070,
Russian Federation,2004,Total,Uhta,"Final figure, complete",2005,103064,"16,17"
Thailand,2000,Total,Rayong,"Final figure, complete",2000,103063,30
Germany,2011,Total,Rostock,"Final figure, complete",2011,103062,
Russian Federation,2012,Total,Novotroitsk,"Final figure, complete",2013,103061,
Iceland,2012,Total,REYKJAVIK,"Final figure, complete",2013,103057,"145,146,147"
Switzerland,2011,Total,Luzern,"Final figure, complete",2012,103057,
Germany,2013,Total,Freiburg im Breisgau,"Final figure, complete",2013,103055,
Estonia,2009,Total,Tartu,"Final figure, complete",2010,103051,
Poland,2006,Total,Gliwice,"Final figure, complete",2007,103046,66
Russian Federation,2004,Total,Mezhdurechensk,"Final figure, complete",2005,103040,"16,17"
United States of America,2010,Total,Everett (WA),"Final figure, complete",2013,103019,"3,4"
Italy,2011,Total,Ancona,Provisional figure,2012,103017,
Russian Federation,2008,Total,Norilsk,"Final figure, complete",2009,103011,
Belgium,2009,Total,Anderlecht,"Final figure, complete",2011,103009,
France,2008,Total,Saint-Paul (La RÃ©union),"Final figure, complete",2011,103008,61
India,2001,Total,Koch Bihar,"Final figure, complete",2007,103008,5
France,2010,Total,Brest,"Final figure, complete",2014,103007.0745,
Philippines,2010,Total,Himamaylan,"Final figure, complete",2013,103006,
Spain,2008,Total,Oviedo,"Final figure, complete",2009,103006,
New Zealand,2011,Total,Lower Hutt,"Final figure, complete",2012,103000,
New Zealand,2009,Total,Hamilton,"Final figure, complete",2009,103000,
Spain,2006,Total,MÃ_stoles,"Final figure, complete",2007,102998,
Japan,2004,Total,Takarazuka,"Final figure, complete",2004,102998,"12,13"
Russian Federation,2008,Total,Asbest,"Final figure, complete",2009,102989,
Canada,2011,Total,Regina,"Final figure, complete",2013,102985,
United States of America,2012,Total,Pompano Beach (FL),"Final figure, complete",2014,102984,"3,26"
Bulgaria,2011,Total,Burgas,"Final figure, complete",2012,102983,
United States of America,2008,Total,Norwalk (CA),"Final figure, complete",2009,102982,"3,4"
Israel,2006,Total,Ashdod,"Final figure, complete",2007,102981.5,
Spain,2008,Total,MÃ_stoles,"Final figure, complete",2009,102975,
Russian Federation,2008,Total,Severodvinsk,"Final figure, complete",2009,102972,
Peru,2007,Total,Pucallpa,"Final figure, complete",2009,102972,
United States of America,2008,Total,Burbank (CA),"Final figure, complete",2009,102968,"3,4"
Netherlands,2011,Total,Haarlem,"Final figure, complete",2011,102967,
Thailand,2000,Total,Loei,"Final figure, complete",2000,102965,30
Italy,2010,Total,Piacenza,"Final figure, complete",2011,102946.5,
Finland,2010,Total,Tampere,"Final figure, complete",2011,102945,
Colombia,2005,Total,Pitalito,"Final figure, complete",2008,102937,
Chile,2014,Total,CopiapÃ_,"Final figure, complete",2014,102935,31
Spain,2011,Total,MÃ_stoles,"Final figure, complete",2014,102930,
Russian Federation,2009,Total,Elista,"Final figure, complete",2010,102929,
Canada,2007,Total,Regina,"Final figure, complete",2007,102929,
Spain,2011,Total,Torrevieja,"Final figure, complete",2013,102928,
Japan,2003,Total,Kamagaya,"Final figure, complete",2003,102924,"12,13"
Germany,2015,Total,Moers,"Final figure, complete",2015,102923,54
Chile,2010,Total,Coronel,"Final figure, complete",2011,102916.5,31
India,2001,Total,Nagercoil,"Final figure, complete",2007,102907,5
New Zealand,2013,Total,Lower Hutt,"Final figure, complete",2014,102900,
Timor-Leste,2010,Total,DILI,"Final figure, complete",2015,102900,
New Zealand,2008,Total,Waitakere,"Final figure, complete",2008,102900,
Russian Federation,2006,Total,Zheleznogorsk,"Final figure, complete",2007,102899.5,"16,17"
Spain,2001,Total,Ourense,"Final figure, complete",2002,102896,57
Russian Federation,2006,Total,Elista,"Final figure, complete",2007,102895,"16,17"
Canada,2001,Total,Gatineau,"Final figure, complete",2009,102895,
Australia,2008,Total,Albury-Wodonga,Provisional figure,2008,102894,"46,47"
Brazil,2010,Total,Santa Cruz do Sul,"Final figure, complete",2012,102891,
Pakistan,1998,Total,Daska,"Final figure, complete",2000,102883,20
Australia,2011,Total,Hobart,"Final figure, complete",2012,102880,"48,49"
Germany,1999,Total,Schwerin,"Final figure, complete",1999,102878,
